chanel,time,question,answer,intent,confidence
,2020-08-10 19:23:45.967437,Mình cần mua nhà?,,how_search_info,0.5816646814346313
,2020-08-10 19:23:45.971214,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm. Hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.",,
,2020-08-10 19:24:19.028590,Nói thế nói làm gì?! Mình muốn hỏi bạn luôn cho nhanh,,request_explain_more,0.7064030766487122
,2020-08-10 19:24:19.032225,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-10 19:24:43.902675,"Mình muốn oánh nhau với bạn, bạn nghĩ sao?",,request_explain_more,0.5261714458465576
,2020-08-10 19:24:43.905828,,Rất vui khi được phục vụ bạn :),,
,2020-08-10 19:27:14.382875,Hi bạn,,greet,0.995961606502533
,2020-08-10 19:27:14.386853,,"Xin chào, mình là MeeyBot. Rất vui khi được hỗ trợ bạn.",,
,2020-08-10 19:27:50.669852,"Mình hỏi bạn nhé, bạn có trả lời được mọi câu hỏi không?",,error_when_using_app,0.47438502311706543
,2020-08-10 19:27:50.674657,,"Nếu như bạn gặp vấn đề trong sử dụng Ứng dụng hoặc ứng dụng thiếu chức năng, bạn có thể đang sử dụng phiên bản cũ không hỗ trợ thiết bị điện thoại của bạn. Vui lòng gỡ cài đặt Ứng dụng phiên bản cũ và tải xuống phiên bản mới nhất trên kho Ứng dụng. ",,
,2020-08-10 19:28:10.813007,Nhiều tiền để làm gì?,,how_get_money_transfering_receipt,0.55399489402771
,2020-08-10 19:28:10.816415,,"Bạn vui lòng truy cập lịch sử giao dịch trong tài khoản Internet Banking của ngân hàng chuyển tiền, xem chi tiết giao dịch, chụp lại màn hình có đầy đủ các thông tin bao gồm: Số tài khoản, Tên tài khoản, Số tiền giao dịch, Nội dung chuyển tiền. Hình ảnh này có giá trị tương đương với Uỷ nhiệm chi/Biên lai chuyển tiền. ",,
,2020-08-10 19:29:49.030043,"Mình cần thuê nhà, bạn giúp được ko?",,chitchat,0.7103646993637085
,2020-08-10 19:29:49.033978,,"Bạn có thể hỏi mình về MeeyLand, tính năng, định hướng của MeeyLand, về các vấn đề đăng ký tài khoản, đăng bài, nạp tiền, các gói VIP,...",,
,2020-08-10 19:30:15.862420,Nhưng mình muốn thuê nhà 20 triệu,,fee_of_vip_post,0.35379716753959656
,2020-08-10 19:30:15.871033,,"Hiện tại Meeyland cung cấp 3 gói tin VIP là gói Vip 1 giá 40.000đ/tin/ngày, gói Vip 2 giá 25.000đ/tin/ngày, gói Vip 3 giá 15.000đ/tin/ngày ạ.",,
,2020-08-10 19:31:20.330258,Bạn có nhu cầu nào sang nhượng cửa hàng giá rẻ chút không?,,chitchat,0.36915352940559387
,2020-08-10 19:31:20.333975,,"Xin lỗi, MeeyBot không giúp được bạn việc này!",,
,2020-08-10 19:32:32.742647,"Chào bạn, mình muốn đăng tin trên app meeyland, hướng dẫn mình nhé",,faq,0.908505380153656
,2020-08-10 19:32:32.748924,,Bạn vui lòng vào [đây](trích đường dẫn),,
,2020-08-10 19:33:04.436220,Mình muốn có nhiều người xem tim của mình?,,out_of_scope,0.4249713718891144
,2020-08-10 19:33:04.440390,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-10 19:33:59.393313,Mình muốn có nhiều người xem tin đăng của mình?,,how_create_creative_post,0.986777663230896
,2020-08-10 19:33:59.397339,,"1. Nhập đầy đủ các thông tin cần thiết cho Bất động sản như: + Vị trí: Tỉnh/TP, Quận/Huyện, Đường/Phố. + Thông tin Bất động sản: thông tin liên quan tới diện tích, số phòng ngủ, phòng tắm, hướng, các tiện ích đi kèm, đặc điểm nổi bật, hướng… + Các ưu đãi khi giao dịch Bất động sản này (nếu có)
2. Đăng tải clip/hình ảnh có phân giải cao: Chỉ nên đăng tối đa từ 8-16 ảnh và tối đa 1 clip. Mỗi ảnh dung lượng không vượt quá 4mb. Ảnh bìa: Đây là những yếu tố quyết định cho phần ảnh bìa giúp cho bạn bắt được sự chú ý của khách hàng khi tìm kiếm Bất động sản trên meeyland.com Hình ảnh phải liên quan tới Bất động sản Hình ảnh phải thể hiện rõ các khu vực chính có trong Bất động sản Bất động sản trong ảnh là nhà thật Tránh việc chèn thêm chữ hoặc đồ hoạ vào hình Hình ảnh rõ ràng và thu hút: Không sử dụng hình ảnh phản cảm Hình ảnh rõ ràng và sáng Tránh việc phóng to ảnh và cắt ghép Chất lượng hình ảnh: Hình ảnh có kích thước tối thiểu 4mb Không chỉnh sửa hình ảnh làm thay đổi tỉ lệ kích thước Các ảnh còn lại: Khi khách hàng đã thu hút bởi ảnh bìa, khách hàng có xu hướng tìm hiểu thêm về Bất động sản bạn đăng tin. Vì thế các ảnh chi tiết về Bất động sản của bạn cần trả lời được các câu hỏi sau: Bất động sản trông thế nào ở các góc khác nhau? Điểm nổi bật nhất của Bất động sản đó là gì? Cung cấp thông tin chính xác về Bất động sản: bạn cần điền thông tin chính xác về Bất động sản khi thao tác đăng tin Bất động sản Vị trí: Bất động sản thuộc khu vực nào? Dự án thuộc chủ đầu tư nào? Thông tin liên hệ: cung cấp thông tin về người đăng/chủ nhà/người môi giới để khách hàng tự liên hệ.
",,
,2020-08-10 19:35:16.624358,Bạn có tiền cho mình vay chút?,,out_of_scope,0.8137010335922241
,2020-08-10 19:35:16.628440,,"Xin lỗi, MeeyBot không giúp được bạn việc này!",,
,2020-08-10 19:35:37.714958,Một vài tỷ cũng được mà,,chitchat,0.9959113001823425
,2020-08-10 19:35:37.720446,,Hiện tại MeeyBot chỉ hỗ trợ ngôn ngữ Tiếng Việt thôi ạ!,,
,2020-08-10 19:36:10.632643,Tin đăng có những loại nào?,,how_create_new_post,0.2803705930709839
,2020-08-10 19:36:10.637039,,"Để đăng bài, bạn truy cập vào website meeyland.com, tại góc trên cùng bên phải màn hình trang chủ, chọn nút chức năng “Đăng bài” và thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài. Sau khi chọn được mục đích đăng bài: Nếu đã đăng nhập vào tài khoản, thực hiện theo bước tiếp theo Nếu chưa có tài khoản, đăng tin vãng lai, cửa sổ sẽ yêu cầu lựa chọn đối tượng đăng bài.
Bước 2: Nhập thông tin Bất động sản cần giao dịch tại màn hình “Đăng bài” Nhập đầy đủ các trường thông tin tại cột bên trái màn hình: bao gồm trường ''vị trí'', trường ''thông tin Bất động sản'', trường ''thông tin khác Tiêu đề: súc tích và đầy đủ thông tin, tối thiểu 6 ký tự, tối đa 100 ký tự Nội dung mô tả: giới hạn tối đa 5000 ký tự và không giới hạn ký tự tối thiểu. Thông tin liên hệ: bạn phải điền đầy đủ thông tin liên hệ để khách hàng liên lạc khi có nhu cầu. Tìm kiếm theo vị trí: Bạn nhập địa chỉ Bất động sản trong tin đăng, chọn theo gợi ý trong thanh tìm kiếm đưa ra, vị trí Bất động sản bạn đăng sẽ hiển thị trên bản đồ.
Bước 3: Hoàn tất đăng bài. Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài bằng cách nhấp vào nút 'Đăng bài' ở cuối màn hình. ",,
,2020-08-10 19:36:32.055173,Đăng tin nào nhiều ng đọc?,,how_create_new_post,0.5892091989517212
,2020-08-10 19:36:32.059586,,"Để đăng bài, bạn truy cập vào website meeyland.com, tại góc trên cùng bên phải màn hình trang chủ, chọn nút chức năng “Đăng bài” và thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài. Sau khi chọn được mục đích đăng bài: Nếu đã đăng nhập vào tài khoản, thực hiện theo bước tiếp theo Nếu chưa có tài khoản, đăng tin vãng lai, cửa sổ sẽ yêu cầu lựa chọn đối tượng đăng bài.
Bước 2: Nhập thông tin Bất động sản cần giao dịch tại màn hình “Đăng bài” Nhập đầy đủ các trường thông tin tại cột bên trái màn hình: bao gồm trường ''vị trí'', trường ''thông tin Bất động sản'', trường ''thông tin khác Tiêu đề: súc tích và đầy đủ thông tin, tối thiểu 6 ký tự, tối đa 100 ký tự Nội dung mô tả: giới hạn tối đa 5000 ký tự và không giới hạn ký tự tối thiểu. Thông tin liên hệ: bạn phải điền đầy đủ thông tin liên hệ để khách hàng liên lạc khi có nhu cầu. Tìm kiếm theo vị trí: Bạn nhập địa chỉ Bất động sản trong tin đăng, chọn theo gợi ý trong thanh tìm kiếm đưa ra, vị trí Bất động sản bạn đăng sẽ hiển thị trên bản đồ.
Bước 3: Hoàn tất đăng bài. Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài bằng cách nhấp vào nút 'Đăng bài' ở cuối màn hình. ",,
,2020-08-10 19:37:00.248100,Mình muốn bán nhà nhanh?,,react_negative,0.39407533407211304
,2020-08-10 19:37:00.252616,,😞,,
,2020-08-10 19:37:22.756399,Mình muốn tìm nhanh một căn nhà 10 tỷ?,,how_search_info,0.44355472922325134
,2020-08-10 19:37:22.761151,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm. Hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.",,
,2020-08-10 20:52:11.990789,/restart,,restart,1.0
Tester,2020-08-10 20:05:29.577014,,,,
,2020-08-10 20:05:29.588446,hello,,greet,0.9994975328445435
,2020-08-10 20:05:29.591279,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-10 20:05:46.368699,bạn bao nhiêu tuổi?,,chitchat,0.999885082244873
,2020-08-10 20:05:46.373127,,Đủ tuổi để trở thành Bot ạ!,,
,2020-08-10 20:05:57.635709,bạn là nam hay nữ?,,out_of_scope,0.7667684555053711
,2020-08-10 20:05:57.638947,,"Xin lỗi, MeeyBot không giúp được bạn việc này!",,
,2020-08-10 20:06:34.487412,meeyland là gì?,,faq,0.9996876120567322
,2020-08-10 20:06:34.493268,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-10 20:07:07.007736,bao giờ tôi có người yêu,,out_of_scope,0.9730254411697388
,2020-08-10 20:07:07.014028,,"Xin lỗi, MeeyBot không giúp được bạn việc này!",,
Tester,2020-08-10 23:17:57.652163,,,,
,2020-08-10 23:17:57.664717,hello,,greet,0.9994975328445435
,2020-08-10 23:17:57.667511,,"Xin chào, mình là MeeyBot. Mình có thể giúp gì cho bạn ạ?",,
,2020-08-10 23:18:06.476828,chào bạn,,greet,0.9970596432685852
,2020-08-10 23:18:06.479649,,"Chào bạn, mình là MeeyBot. Mình giúp gì cho bạn ạ!",,
,2020-08-10 23:18:13.775212,bạn tên gì,,chitchat,0.9999921321868896
,2020-08-10 23:18:13.777978,,Tên mình là MeeyBot :),,
,2020-08-10 23:18:23.802674,bàn giới tính nào,,out_of_scope,0.999631941318512
,2020-08-10 23:18:23.805563,,"Xin lỗi, MeeyBot không giúp được bạn việc này!",,
,2020-08-10 23:18:43.034567,mình muốn tìm nhà ở quận bắc từ liêm,,how_search_info,0.3562244772911072
,2020-08-10 23:18:43.038193,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-10 23:18:55.215813,bên bạn có dịch vụ gì,,faq,0.42813119292259216
,2020-08-10 23:18:55.219468,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-10 23:19:04.152863,bạn có những dịch vụ gì,,chitchat,0.9999511241912842
,2020-08-10 23:19:04.156777,,"Bạn có thể hỏi mình về MeeyLand, tính năng, định hướng của MeeyLand, về các vấn đề đăng ký tài khoản, đăng bài, nạp tiền, các gói VIP,...",,
,2020-08-10 23:19:51.414153,giá dịch vụ,,user_ask_price,0.9365489482879639
,2020-08-10 23:19:51.417640,,"Hiện tại Meey Land có áp dụng phí cho Up tin, phí up tin cho các gói tin khác nhau. Bạn có thể xem bảng giá Up tin tại (copy đường link dẫn tới mục Báo giá)",,
,2020-08-10 23:20:10.079715,bạn có thẻ cho mình xem luôn không,,error_when_using_app,0.4025377035140991
,2020-08-10 23:20:10.085547,,"Nếu như bạn gặp vấn đề trong sử dụng Ứng dụng hoặc ứng dụng thiếu chức năng, bạn có thể đang sử dụng phiên bản cũ không hỗ trợ thiết bị điện thoại của bạn. Vui lòng gỡ cài đặt Ứng dụng phiên bản cũ và tải xuống phiên bản mới nhất trên kho Ứng dụng. ",,
Tester,2020-08-11 11:09:30.533337,,,,
,2020-08-11 11:09:30.548382,MeeyLand có mấy loại tin đăng/,,faq,0.9942692518234253
,2020-08-11 11:09:30.551641,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-11 11:09:45.142695,Tin đăng ở MeeyLand có mấy loại,,faq,0.9996399879455566
,2020-08-11 11:09:45.146791,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-11 11:12:49.268970,Tin đăng ở MeeyLand phân làm mấy loại,,faq,0.9925884008407593
,2020-08-11 11:12:49.272141,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-11 11:15:05.035015,MeeyLand chia làm mấy loại tin,,faq,0.8989993333816528
,2020-08-11 11:15:05.038496,,Cái này khó à nha,,
,2020-08-11 11:15:43.199708,Có mấy loạn tin đăng,,limit_of_post_number,0.6508238911628723
,2020-08-11 11:15:43.202861,,Bạn sẽ được đăng tin Không giới hạn nếu tài khoản của bạn vẫn có quyền đăng tin. ,,
,2020-08-11 11:16:20.093087,Tin Vip bên mình có mấy loại,,chitchat,0.4187444746494293
,2020-08-11 11:16:20.096798,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-11 11:16:49.281721,MeeyLand có mấy loại tin VIP,,faq,0.9247816205024719
,2020-08-11 11:16:49.286863,,Cái này khó à nha,,
,2020-08-11 11:25:51.031148,MeeyLand phân mấy loại tin Vip,,faq,0.6915112137794495
,2020-08-11 11:25:51.034960,,"Xin lỗi, MeeyBot không giúp được bạn việc này!",,
,2020-08-11 11:28:27.253056,Đăng nhập vào meeyland.com thế nào,,login_failed,0.4106951057910919
,2020-08-11 11:28:27.257397,,"Bạn kiểm tra và nhập đúng Email/Số điện thoại và Mật khẩu trước khi đăng nhập. Trong trường hợp bạn không thể đăng nhập, vui lòng liên hệ với bộ phận Chăm sóc khách hàng của chúng tôi để được hỗ trợ: • Gọi đến tổng đài theo số hotline 08.69.09.29.29 • Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” • Chat với 'Chăm sóc khách hàng' trên website meeyland.com",,
,2020-08-11 11:30:54.755847,đăng nhập ntn,,how_register_account,0.9338942766189575
